Fecha,Hora,Turno,Boquilla,Peso (g),Temperatura del fluido (°C),Presión de llenado (bar)
2024-08-01,23:30,noche,6,7.2227,17.07,5.5
2024-08-01,23:30,noche,7,8.0086,17.07,5.5
2024-08-01,23:30,noche,8,7.5558,17.07,5.5
2024-08-01,23:30,noche,9,7.6294,17.07,5.5
2024-08-01,23:30,noche,10,7.9112,17.07,5.5
2024-08-01,23:30,noche,11,8.1715,17.07,5.5
2024-08-01,23:30,noche,12,7.5964,17.07,5.5
2024-08-01,23:30,noche,13,8.4383,17.07,5.5
2024-08-01,23:30,noche,14,6.9725,17.07,5.5
2024-08-01,23:30,noche,15,7.4136,17.07,5.5
2024-08-01,23:30,noche,16,8.7035,17.07,5.5
2024-08-02,06:00,mañana,1,7.9338,17.13,5.5
2024-08-02,06:00,mañana,2,8.6599,17.13,5.5
2024-08-02,06:00,mañana,3,7.8549,17.13,5.5
2024-08-02,06:00,mañana,4,8.1485,17.13,5.5
2024-08-02,06:00,mañana,5,7.7659,17.13,5.5
2024-08-02,06:00,mañana,6,7.6978,17.13,5.5
2024-08-02,06:00,mañana,7,7.3323,17.13,5.5
2024-08-02,06:00,mañana,8,8.0582,17.13,5.5
2024-08-02,06:00,mañana,9,7.2891,17.13,5.5
2024-08-02,06:00,mañana,10,8.1994,17.13,5.5
2024-08-02,06:00,mañana,11,8.4512,17.13,5.5
2024-08-02,06:00,mañana,12,8.0199,17.13,5.5
2024-08-02,06:00,mañana,13,7.6283,17.13,5.5
2024-08-02,06:00,mañana,14,7.9109,17.13,5.5
2024-08-02,06:00,mañana,15,7.2341,17.13,5.5
2024-08-02,06:00,mañana,16,7.776,17.13,5.5
2024-08-02,06:10,mañana,1,6.7012,17.0,5.5
2024-08-02,06:10,mañana,2,7.5986,17.0,5.5
2024-08-02,06:10,mañana,3,6.6055,17.0,5.5
2024-08-02,06:10,mañana,4,6.903,17.0,5.5
2024-08-02,06:10,mañana,5,8.6183,17.0,5.5
2024-08-02,06:10,mañana,6,8.3371,17.0,5.5
2024-08-02,06:10,mañana,7,7.3683,17.0,5.5
2024-08-02,06:10,mañana,8,6.8985,17.0,5.5
2024-08-02,06:10,mañana,9,6.0213,17.0,5.5
2024-08-02,06:10,mañana,10,7.4739,17.0,5.5
2024-08-02,06:10,mañana,11,9.2522,17.0,5.5
2024-08-02,06:10,mañana,12,8.0609,17.0,5.5
2024-08-02,06:10,mañana,13,7.4643,17.0,5.5
2024-08-02,06:10,mañana,14,7.9175,17.0,5.5
2024-08-02,06:10,mañana,15,6.5203,17.0,5.5
2024-08-02,06:10,mañana,16,7.0881,17.0,5.5
2024-08-02,06:20,mañana,1,7.8597,17.24,5.5
2024-08-02,06:20,mañana,2,7.7483,17.24,5.5
2024-08-02,06:20,mañana,3,8.2745,17.24,5.5
2024-08-02,06:20,mañana,4,8.0068,17.24,5.5
2024-08-02,06:20,mañana,5,8.201,17.24,5.5
2024-08-02,06:20,mañana,6,7.387,17.24,5.5
2024-08-02,06:20,mañana,7,8.3387,17.24,5.5
2024-08-02,06:20,mañana,8,8.7774,17.24,5.5
2024-08-02,06:20,mañana,9,7.2179,17.24,5.5
2024-08-02,06:20,mañana,10,7.2674,17.24,5.5
2024-08-02,06:20,mañana,11,8.6015,17.24,5.5
2024-08-02,06:20,mañana,12,7.6852,17.24,5.5
2024-08-02,06:20,mañana,13,8.6423,17.24,5.5
2024-08-02,06:20,mañana,14,7.3838,17.24,5.5
2024-08-02,06:20,mañana,15,8.2394,17.24,5.5
2024-08-02,06:20,mañana,16,7.3274,17.24,5.5
2024-08-02,06:30,mañana,1,7.9549,17.0,5.5
2024-08-02,06:30,mañana,2,8.7388,17.0,5.5
2024-08-02,06:30,mañana,3,7.5829,17.0,5.5
2024-08-02,06:30,mañana,4,7.2353,17.0,5.5
2024-08-02,06:30,mañana,5,7.5309,17.0,5.5
2024-08-02,06:30,mañana,6,8.0714,17.0,5.5
2024-08-02,06:30,mañana,7,6.8605,17.0,5.5
2024-08-02,06:30,mañana,8,8.1825,17.0,5.5
2024-08-02,06:30,mañana,9,7.4767,17.0,5.5
2024-08-02,06:30,mañana,10,8.4887,17.0,5.5
2024-08-02,06:30,mañana,11,6.3634,17.0,5.5
2024-08-02,06:30,mañana,12,7.3281,17.0,5.5
2024-08-02,06:30,mañana,13,6.7881,17.0,5.5
2024-08-02,06:30,mañana,14,7.1582,17.0,5.5
2024-08-02,06:30,mañana,15,7.5512,17.0,5.5
2024-08-02,06:30,mañana,16,7.154,17.0,5.5
2024-08-02,06:40,mañana,1,7.648,17.0,5.5
2024-08-02,06:40,mañana,2,7.7045,17.0,5.5
2024-08-02,06:40,mañana,3,7.922,17.0,5.5
2024-08-02,06:40,mañana,4,7.1949,17.0,5.5
2024-08-02,06:40,mañana,5,8.2241,17.0,5.5
2024-08-02,06:40,mañana,6,8.1976,17.0,5.5
2024-08-02,06:40,mañana,7,8.031,17.0,5.5
2024-08-02,06:40,mañana,8,8.1339,17.0,5.5
2024-08-02,06:40,mañana,9,7.9779,17.0,5.5
2024-08-02,06:40,mañana,10,9.021,17.0,5.5
2024-08-02,06:40,mañana,11,7.7477,17.0,5.5
2024-08-02,06:40,mañana,12,7.6158,17.0,5.5
2024-08-02,06:40,mañana,13,7.3479,17.0,5.5
2024-08-02,06:40,mañana,14,7.037,17.0,5.5
2024-08-02,06:40,mañana,15,6.7007,17.0,5.5
2024-08-02,06:40,mañana,16,6.7581,17.0,5.5
2024-08-02,06:50,mañana,1,7.7576,17.0,5.5
2024-08-02,06:50,mañana,2,8.0006,17.0,5.5
2024-08-02,06:50,mañana,3,7.8307,17.0,5.5
2024-08-02,06:50,mañana,4,7.3407,17.0,5.5
2024-08-02,06:50,mañana,5,8.3401,17.0,5.5
2024-08-02,06:50,mañana,6,8.2436,17.0,5.5
2024-08-02,06:50,mañana,7,7.7042,17.0,5.5
2024-08-02,06:50,mañana,8,7.4083,17.0,5.5
2024-08-02,06:50,mañana,9,8.1291,17.0,5.5
2024-08-02,06:50,mañana,10,7.9128,17.0,5.5
2024-08-02,06:50,mañana,11,6.9311,17.0,5.5
2024-08-02,06:50,mañana,12,7.7592,17.0,5.5
2024-08-02,06:50,mañana,13,7.9572,17.0,5.5
2024-08-02,06:50,mañana,14,7.115,17.0,5.5
2024-08-02,06:50,mañana,15,7.5182,17.0,5.5
2024-08-02,06:50,mañana,16,6.4422,17.0,5.5
2024-08-02,07:00,mañana,1,8.6017,17.0,5.5
2024-08-02,07:00,mañana,2,8.5488,17.0,5.5
2024-08-02,07:00,mañana,3,7.6485,17.0,5.5
2024-08-02,07:00,mañana,4,8.0181,17.0,5.5
2024-08-02,07:00,mañana,5,6.354,17.0,5.5
2024-08-02,07:00,mañana,6,7.1062,17.0,5.5
2024-08-02,07:00,mañana,7,7.6237,17.0,5.5
2024-08-02,07:00,mañana,8,7.1567,17.0,5.5
2024-08-02,07:00,mañana,9,8.2286,17.0,5.5
2024-08-02,07:00,mañana,10,8.9984,17.0,5.5
2024-08-02,07:00,mañana,11,7.094,17.0,5.5
2024-08-02,07:00,mañana,12,7.2975,17.0,5.5
2024-08-02,07:00,mañana,13,7.9413,17.0,5.5
2024-08-02,07:00,mañana,14,8.5913,17.0,5.5
2024-08-02,07:00,mañana,15,6.7132,17.0,5.5
2024-08-02,07:00,mañana,16,7.393,17.0,5.5
2024-08-02,07:10,mañana,1,8.8928,17.0,5.5
2024-08-02,07:10,mañana,2,6.8089,17.0,5.5
2024-08-02,07:10,mañana,3,7.0314,17.0,5.5
2024-08-02,07:10,mañana,4,7.5458,17.0,5.5
2024-08-02,07:10,mañana,5,7.4876,17.0,5.5
2024-08-02,07:10,mañana,6,8.2876,17.0,5.5
2024-08-02,07:10,mañana,7,7.945,17.0,5.5
2024-08-02,07:10,mañana,8,6.735,17.0,5.5
2024-08-02,07:10,mañana,9,8.1092,17.0,5.5
2024-08-02,07:10,mañana,10,7.4535,17.0,5.5
2024-08-02,07:10,mañana,11,8.5647,17.0,5.5
2024-08-02,07:10,mañana,12,7.4234,17.0,5.5
2024-08-02,07:10,mañana,13,7.418,17.0,5.5
2024-08-02,07:10,mañana,14,7.9622,17.0,5.5
2024-08-02,07:10,mañana,15,7.8449,17.0,5.5
2024-08-02,07:10,mañana,16,7.504,17.0,5.5
2024-08-02,07:20,mañana,1,6.7886,17.0,5.5
2024-08-02,07:20,mañana,2,8.1228,17.0,5.5
2024-08-02,07:20,mañana,3,7.1794,17.0,5.5
2024-08-02,07:20,mañana,4,7.9412,17.0,5.5
2024-08-02,07:20,mañana,5,6.9458,17.0,5.5
2024-08-02,07:20,mañana,6,8.0678,17.0,5.5
2024-08-02,07:20,mañana,7,7.316,17.0,5.5
2024-08-02,07:20,mañana,8,7.0304,17.0,5.5
2024-08-02,07:20,mañana,9,8.2283,17.0,5.5
2024-08-02,07:20,mañana,10,7.945,17.0,5.5
2024-08-02,07:20,mañana,11,7.4316,17.0,5.5
2024-08-02,07:20,mañana,12,8.6707,17.0,5.5
2024-08-02,07:20,mañana,13,7.5356,17.0,5.5
2024-08-02,07:20,mañana,14,7.6629,17.0,5.5
2024-08-02,07:20,mañana,15,7.5633,17.0,5.5
2024-08-02,07:20,mañana,16,6.9082,17.0,5.5
2024-08-02,07:30,mañana,1,8.0827,17.0,5.5
2024-08-02,07:30,mañana,2,7.4799,17.0,5.5
2024-08-02,07:30,mañana,3,7.553,17.0,5.5
2024-08-02,07:30,mañana,4,8.6176,17.0,5.5
2024-08-02,07:30,mañana,5,7.1756,17.0,5.5
2024-08-02,07:30,mañana,6,6.3523,17.0,5.5
2024-08-02,07:30,mañana,7,8.7666,17.0,5.5
2024-08-02,07:30,mañana,8,9.3296,17.0,5.5
2024-08-02,07:30,mañana,9,7.5568,17.0,5.5
2024-08-02,07:30,mañana,10,6.6379,17.0,5.5
2024-08-02,07:30,mañana,11,7.6137,17.0,5.5
2024-08-02,07:30,mañana,12,7.6283,17.0,5.5
2024-08-02,07:30,mañana,13,7.686,17.0,5.5
2024-08-02,07:30,mañana,14,6.9893,17.0,5.5
2024-08-02,07:30,mañana,15,7.7403,17.0,5.5
2024-08-02,07:30,mañana,16,7.5467,17.0,5.5
2024-08-02,14:00,tarde,1,8.0734,19.63,5.5
2024-08-02,14:00,tarde,2,9.3895,19.63,5.5
2024-08-02,14:00,tarde,3,10.2016,19.63,5.5
2024-08-02,14:00,tarde,4,9.0732,19.63,5.5
2024-08-02,14:00,tarde,5,8.7676,19.63,5.5
2024-08-02,14:00,tarde,6,8.8848,19.63,5.5
2024-08-02,14:00,tarde,7,9.3392,19.63,5.5
2024-08-02,14:00,tarde,8,7.9316,19.63,5.5
2024-08-02,14:00,tarde,9,9.0686,19.63,5.5
2024-08-02,14:00,tarde,10,8.7357,19.63,5.5
2024-08-02,14:00,tarde,11,10.0787,19.63,5.5
2024-08-02,14:00,tarde,12,8.8655,19.63,5.5
2024-08-02,14:00,tarde,13,9.9707,19.63,5.5
2024-08-02,14:00,tarde,14,8.1416,19.63,5.5
2024-08-02,14:00,tarde,15,8.8562,19.63,5.5
2024-08-02,14:00,tarde,16,8.5203,19.63,5.5
2024-08-02,14:10,tarde,1,8.4486,18.76,5.5
2024-08-02,14:10,tarde,2,9.0764,18.76,5.5
2024-08-02,14:10,tarde,3,9.6975,18.76,5.5
2024-08-02,14:10,tarde,4,8.7757,18.76,5.5
2024-08-02,14:10,tarde,5,7.9548,18.76,5.5
2024-08-02,14:10,tarde,6,8.9595,18.76,5.5
2024-08-02,14:10,tarde,7,8.4285,18.76,5.5
2024-08-02,14:10,tarde,8,8.7646,18.76,5.5
2024-08-02,14:10,tarde,9,8.921,18.76,5.5
2024-08-02,14:10,tarde,10,7.9466,18.76,5.5
2024-08-02,14:10,tarde,11,8.0006,18.76,5.5
2024-08-02,14:10,tarde,12,9.2592,18.76,5.5
2024-08-02,14:10,tarde,13,8.6564,18.76,5.5
2024-08-02,14:10,tarde,14,7.2825,18.76,5.5
2024-08-02,14:10,tarde,15,8.9689,18.76,5.5
2024-08-02,14:10,tarde,16,8.4941,18.76,5.5
2024-08-02,14:20,tarde,1,8.5417,19.86,5.5
2024-08-02,14:20,tarde,2,8.1799,19.86,5.5
2024-08-02,14:20,tarde,3,9.4715,19.86,5.5
2024-08-02,14:20,tarde,4,9.1796,19.86,5.5
2024-08-02,14:20,tarde,5,10.3996,19.86,5.5
2024-08-02,14:20,tarde,6,9.2221,19.86,5.5
2024-08-02,14:20,tarde,7,9.2026,19.86,5.5
2024-08-02,14:20,tarde,8,8.8698,19.86,5.5
2024-08-02,14:20,tarde,9,9.4601,19.86,5.5
2024-08-02,14:20,tarde,10,9.3451,19.86,5.5
2024-08-02,14:20,tarde,11,9.721,19.86,5.5
2024-08-02,14:20,tarde,12,8.6572,19.86,5.5
2024-08-02,14:20,tarde,13,8.7088,19.86,5.5
2024-08-02,14:20,tarde,14,8.5089,19.86,5.5
2024-08-02,14:20,tarde,15,8.9723,19.86,5.5
2024-08-02,14:20,tarde,16,9.1782,19.86,5.5
2024-08-02,14:30,tarde,1,8.6947,18.72,5.5
2024-08-02,14:30,tarde,2,8.7151,18.72,5.5
2024-08-02,14:30,tarde,3,9.1584,18.72,5.5
2024-08-02,14:30,tarde,4,8.8225,18.72,5.5
2024-08-02,14:30,tarde,5,9.5412,18.72,5.5
2024-08-02,14:30,tarde,6,7.6189,18.72,5.5
2024-08-02,14:30,tarde,7,8.474,18.72,5.5
2024-08-02,14:30,tarde,8,8.5006,18.72,5.5
2024-08-02,14:30,tarde,9,7.5778,18.72,5.5
2024-08-02,14:30,tarde,10,8.3918,18.72,5.5
2024-08-02,14:30,tarde,11,8.4209,18.72,5.5
2024-08-02,14:30,tarde,12,8.8493,18.72,5.5
2024-08-02,14:30,tarde,13,9.6378,18.72,5.5
2024-08-02,14:30,tarde,14,8.6465,18.72,5.5
2024-08-02,14:30,tarde,15,7.9339,18.72,5.5
2024-08-02,14:30,tarde,16,8.3103,18.72,5.5
2024-08-02,14:40,tarde,1,9.5995,19.09,5.5
2024-08-02,14:40,tarde,2,8.3844,19.09,5.5
2024-08-02,14:40,tarde,3,8.4237,19.09,5.5
2024-08-02,14:40,tarde,4,9.3051,19.09,5.5
2024-08-02,14:40,tarde,5,8.8371,19.09,5.5
2024-08-02,14:40,tarde,6,9.3585,19.09,5.5
2024-08-02,14:40,tarde,7,8.9618,19.09,5.5
2024-08-02,14:40,tarde,8,9.391,19.09,5.5
2024-08-02,14:40,tarde,9,8.349,19.09,5.5
2024-08-02,14:40,tarde,10,8.9627,19.09,5.5
2024-08-02,14:40,tarde,11,8.8436,19.09,5.5
2024-08-02,14:40,tarde,12,8.2405,19.09,5.5
2024-08-02,14:40,tarde,13,8.0319,19.09,5.5
2024-08-02,14:40,tarde,14,9.1938,19.09,5.5
2024-08-02,14:40,tarde,15,8.3215,19.09,5.5
2024-08-02,14:40,tarde,16,7.7717,19.09,5.5
2024-08-02,14:50,tarde,1,8.9123,19.23,5.5
2024-08-02,14:50,tarde,2,9.6468,19.23,5.5
2024-08-02,14:50,tarde,3,7.6016,19.23,5.5
2024-08-02,14:50,tarde,4,8.072,19.23,5.5
2024-08-02,14:50,tarde,5,8.4163,19.23,5.5
2024-08-02,14:50,tarde,6,9.8467,19.23,5.5
2024-08-02,14:50,tarde,7,9.1396,19.23,5.5
2024-08-02,14:50,tarde,8,9.4304,19.23,5.5
2024-08-02,14:50,tarde,9,8.2859,19.23,5.5
2024-08-02,14:50,tarde,10,8.2983,19.23,5.5
2024-08-02,14:50,tarde,11,9.2387,19.23,5.5
2024-08-02,14:50,tarde,12,9.005,19.23,5.5
2024-08-02,14:50,tarde,13,9.2992,19.23,5.5
2024-08-02,14:50,tarde,14,8.6802,19.23,5.5
2024-08-02,14:50,tarde,15,8.68,19.23,5.5
2024-08-02,14:50,tarde,16,8.4303,19.23,5.5
2024-08-02,15:00,tarde,1,9.4367,19.31,5.5
2024-08-02,15:00,tarde,2,9.4542,19.31,5.5
2024-08-02,15:00,tarde,3,7.9981,19.31,5.5
2024-08-02,15:00,tarde,4,7.6216,19.31,5.5
2024-08-02,15:00,tarde,5,9.571,19.31,5.5
2024-08-02,15:00,tarde,6,9.6826,19.31,5.5
2024-08-02,15:00,tarde,7,8.3576,19.31,5.5
2024-08-02,15:00,tarde,8,7.8541,19.31,5.5
2024-08-02,15:00,tarde,9,9.0294,19.31,5.5
2024-08-02,15:00,tarde,10,9.5285,19.31,5.5
2024-08-02,15:00,tarde,11,10.0486,19.31,5.5
2024-08-02,15:00,tarde,12,9.2798,19.31,5.5
2024-08-02,15:00,tarde,13,8.747,19.31,5.5
2024-08-02,15:00,tarde,14,8.2654,19.31,5.5
2024-08-02,15:00,tarde,15,8.528,19.31,5.5
2024-08-02,15:00,tarde,16,8.1751,19.31,5.5
2024-08-02,15:10,tarde,1,8.361,19.93,5.5
2024-08-02,15:10,tarde,2,10.1993,19.93,5.5
2024-08-02,15:10,tarde,3,10.0411,19.93,5.5
2024-08-02,15:10,tarde,4,9.6516,19.93,5.5
2024-08-02,15:10,tarde,5,8.4175,19.93,5.5
2024-08-02,15:10,tarde,6,9.483,19.93,5.5
2024-08-02,15:10,tarde,7,9.3538,19.93,5.5
2024-08-02,15:10,tarde,8,9.2355,19.93,5.5
2024-08-02,15:10,tarde,9,9.7198,19.93,5.5
2024-08-02,15:10,tarde,10,9.3512,19.93,5.5
2024-08-02,15:10,tarde,11,9.414,19.93,5.5
2024-08-02,15:10,tarde,12,9.3521,19.93,5.5
2024-08-02,15:10,tarde,13,9.1745,19.93,5.5
2024-08-02,15:10,tarde,14,7.7418,19.93,5.5
2024-08-02,15:10,tarde,15,8.5692,19.93,5.5
2024-08-02,15:10,tarde,16,8.0317,19.93,5.5
2024-08-02,15:20,tarde,1,8.2021,19.88,5.5
2024-08-02,15:20,tarde,2,9.9791,19.88,5.5
2024-08-02,15:20,tarde,3,10.0074,19.88,5.5
2024-08-02,15:20,tarde,4,9.7855,19.88,5.5
2024-08-02,15:20,tarde,5,9.1231,19.88,5.5
2024-08-02,15:20,tarde,6,9.7804,19.88,5.5
2024-08-02,15:20,tarde,7,8.9772,19.88,5.5
2024-08-02,15:20,tarde,8,9.0917,19.88,5.5
2024-08-02,15:20,tarde,9,8.3139,19.88,5.5
2024-08-02,15:20,tarde,10,9.2082,19.88,5.5
2024-08-02,15:20,tarde,11,9.0062,19.88,5.5
2024-08-02,15:20,tarde,12,8.1884,19.88,5.5
2024-08-02,15:20,tarde,13,8.9393,19.88,5.5
2024-08-02,15:20,tarde,14,8.7437,19.88,5.5
2024-08-02,15:20,tarde,15,9.5461,19.88,5.5
2024-08-02,15:20,tarde,16,8.8411,19.88,5.5
2024-08-02,15:30,tarde,1,8.9769,19.31,5.5
2024-08-02,15:30,tarde,2,9.1193,19.31,5.5
2024-08-02,15:30,tarde,3,8.9965,19.31,5.5
2024-08-02,15:30,tarde,4,8.8483,19.31,5.5
2024-08-02,15:30,tarde,5,8.3205,19.31,5.5
2024-08-02,15:30,tarde,6,8.8794,19.31,5.5
2024-08-02,15:30,tarde,7,8.5223,19.31,5.5
2024-08-02,15:30,tarde,8,8.2198,19.31,5.5
2024-08-02,15:30,tarde,9,9.2767,19.31,5.5
2024-08-02,15:30,tarde,10,9.2048,19.31,5.5
2024-08-02,15:30,tarde,11,7.898,19.31,5.5
2024-08-02,15:30,tarde,12,8.8964,19.31,5.5
2024-08-02,15:30,tarde,13,9.5674,19.31,5.5
2024-08-02,15:30,tarde,14,9.4134,19.31,5.5
2024-08-02,15:30,tarde,15,9.1062,19.31,5.5
2024-08-02,15:30,tarde,16,8.3638,19.31,5.5
2024-08-02,22:00,noche,1,7.293,17.0,5.5
2024-08-02,22:00,noche,2,7.1498,17.0,5.5
2024-08-02,22:00,noche,3,8.0068,17.0,5.5
2024-08-02,22:00,noche,4,8.0276,17.0,5.5
2024-08-02,22:00,noche,5,8.5724,17.0,5.5
2024-08-02,22:00,noche,6,8.46,17.0,5.5
2024-08-02,22:00,noche,7,7.7207,17.0,5.5
2024-08-02,22:00,noche,8,7.0535,17.0,5.5
2024-08-02,22:00,noche,9,7.6085,17.0,5.5
2024-08-02,22:00,noche,10,7.9303,17.0,5.5
2024-08-02,22:00,noche,11,7.6788,17.0,5.5
2024-08-02,22:00,noche,12,7.4533,17.0,5.5
2024-08-02,22:00,noche,13,7.9517,17.0,5.5
2024-08-02,22:00,noche,14,7.3477,17.0,5.5
2024-08-02,22:00,noche,15,7.052,17.0,5.5
2024-08-02,22:00,noche,16,7.4278,17.0,5.5
2024-08-02,22:10,noche,1,7.5588,17.0,5.5
2024-08-02,22:10,noche,2,7.9465,17.0,5.5
2024-08-02,22:10,noche,3,7.9639,17.0,5.5
2024-08-02,22:10,noche,4,7.1163,17.0,5.5
2024-08-02,22:10,noche,5,7.5113,17.0,5.5
2024-08-02,22:10,noche,6,8.6627,17.0,5.5
2024-08-02,22:10,noche,7,7.1028,17.0,5.5
2024-08-02,22:10,noche,8,6.53,17.0,5.5
2024-08-02,22:10,noche,9,6.6829,17.0,5.5
2024-08-02,22:10,noche,10,7.8175,17.0,5.5
2024-08-02,22:10,noche,11,7.8186,17.0,5.5
2024-08-02,22:10,noche,12,7.7294,17.0,5.5
2024-08-02,22:10,noche,13,8.5285,17.0,5.5
2024-08-02,22:10,noche,14,6.0724,17.0,5.5
2024-08-02,22:10,noche,15,7.6357,17.0,5.5
2024-08-02,22:10,noche,16,8.1253,17.0,5.5
2024-08-02,22:20,noche,1,7.1233,17.41,5.5
2024-08-02,22:20,noche,2,7.5721,17.41,5.5
2024-08-02,22:20,noche,3,7.3483,17.41,5.5
2024-08-02,22:20,noche,4,7.2634,17.41,5.5
2024-08-02,22:20,noche,5,7.6042,17.41,5.5
2024-08-02,22:20,noche,6,8.6565,17.41,5.5
2024-08-02,22:20,noche,7,8.9024,17.41,5.5
2024-08-02,22:20,noche,8,7.5984,17.41,5.5
2024-08-02,22:20,noche,9,8.943,17.41,5.5
2024-08-02,22:20,noche,10,7.8213,17.41,5.5
2024-08-02,22:20,noche,11,8.8522,17.41,5.5
2024-08-02,22:20,noche,12,7.744,17.41,5.5
2024-08-02,22:20,noche,13,7.8786,17.41,5.5
2024-08-02,22:20,noche,14,7.8589,17.41,5.5
2024-08-02,22:20,noche,15,9.2219,17.41,5.5
2024-08-02,22:20,noche,16,7.729,17.41,5.5
2024-08-02,22:30,noche,1,7.3756,17.0,5.5
2024-08-02,22:30,noche,2,8.3814,17.0,5.5
2024-08-02,22:30,noche,3,7.5829,17.0,5.5
2024-08-02,22:30,noche,4,7.5061,17.0,5.5
2024-08-02,22:30,noche,5,8.3452,17.0,5.5
2024-08-02,22:30,noche,6,7.8187,17.0,5.5
2024-08-02,22:30,noche,7,7.9671,17.0,5.5
2024-08-02,22:30,noche,8,7.8084,17.0,5.5
2024-08-02,22:30,noche,9,8.0019,17.0,5.5
2024-08-02,22:30,noche,10,8.055,17.0,5.5
2024-08-02,22:30,noche,11,6.6378,17.0,5.5
2024-08-02,22:30,noche,12,8.1999,17.0,5.5
2024-08-02,22:30,noche,13,7.2108,17.0,5.5
2024-08-02,22:30,noche,14,6.7959,17.0,5.5
2024-08-02,22:30,noche,15,7.3767,17.0,5.5
2024-08-02,22:30,noche,16,7.3009,17.0,5.5
2024-08-02,22:40,noche,1,7.3839,17.0,5.5
2024-08-02,22:40,noche,2,8.2986,17.0,5.5
2024-08-02,22:40,noche,3,6.9947,17.0,5.5
2024-08-02,22:40,noche,4,7.5558,17.0,5.5
2024-08-02,22:40,noche,5,7.4491,17.0,5.5
2024-08-02,22:40,noche,6,7.772,17.0,5.5
2024-08-02,22:40,noche,7,7.9673,17.0,5.5
2024-08-02,22:40,noche,8,7.1953,17.0,5.5
2024-08-02,22:40,noche,9,8.2346,17.0,5.5
2024-08-02,22:40,noche,10,7.8378,17.0,5.5
2024-08-02,22:40,noche,11,6.6648,17.0,5.5
2024-08-02,22:40,noche,12,6.6248,17.0,5.5
2024-08-02,22:40,noche,13,7.7926,17.0,5.5
2024-08-02,22:40,noche,14,7.5141,17.0,5.5
2024-08-02,22:40,noche,15,7.3511,17.0,5.5
2024-08-02,22:40,noche,16,7.2384,17.0,5.5
2024-08-02,22:50,noche,1,7.9353,17.0,5.5
2024-08-02,22:50,noche,2,8.3686,17.0,5.5
2024-08-02,22:50,noche,3,7.1333,17.0,5.5
2024-08-02,22:50,noche,4,7.0968,17.0,5.5
2024-08-02,22:50,noche,5,7.144,17.0,5.5
2024-08-02,22:50,noche,6,7.9734,17.0,5.5
2024-08-02,22:50,noche,7,8.547,17.0,5.5
2024-08-02,22:50,noche,8,7.5412,17.0,5.5
2024-08-02,22:50,noche,9,6.299,17.0,5.5
2024-08-02,22:50,noche,10,6.7776,17.0,5.5
2024-08-02,22:50,noche,11,7.3002,17.0,5.5
2024-08-02,22:50,noche,12,7.4654,17.0,5.5
2024-08-02,22:50,noche,13,7.555,17.0,5.5
2024-08-02,22:50,noche,14,7.6667,17.0,5.5
2024-08-02,22:50,noche,15,7.2323,17.0,5.5
2024-08-02,22:50,noche,16,7.8395,17.0,5.5
2024-08-02,23:00,noche,1,7.3944,17.0,5.5
2024-08-02,23:00,noche,2,7.2826,17.0,5.5
2024-08-02,23:00,noche,3,8.0873,17.0,5.5
2024-08-02,23:00,noche,4,6.8786,17.0,5.5
2024-08-02,23:00,noche,5,8.0338,17.0,5.5
2024-08-02,23:00,noche,6,7.8615,17.0,5.5
2024-08-02,23:00,noche,7,7.7115,17.0,5.5
2024-08-02,23:00,noche,8,8.753,17.0,5.5
2024-08-02,23:00,noche,9,7.4267,17.0,5.5
2024-08-02,23:00,noche,10,9.0362,17.0,5.5
2024-08-02,23:00,noche,11,7.6647,17.0,5.5
2024-08-02,23:00,noche,12,7.0338,17.0,5.5
2024-08-02,23:00,noche,13,7.842,17.0,5.5
2024-08-02,23:00,noche,14,7.0112,17.0,5.5
2024-08-02,23:00,noche,15,6.9815,17.0,5.5
2024-08-02,23:00,noche,16,7.4755,17.0,5.5
2024-08-02,23:10,noche,1,8.1333,17.15,5.5
2024-08-02,23:10,noche,2,7.4267,17.15,5.5
2024-08-02,23:10,noche,3,8.3924,17.15,5.5
2024-08-02,23:10,noche,4,8.4945,17.15,5.5
2024-08-02,23:10,noche,5,8.6618,17.15,5.5
2024-08-02,23:10,noche,6,8.1176,17.15,5.5
2024-08-02,23:10,noche,7,8.6181,17.15,5.5
2024-08-02,23:10,noche,8,6.6715,17.15,5.5
2024-08-02,23:10,noche,9,7.6093,17.15,5.5
2024-08-02,23:10,noche,10,7.2798,17.15,5.5
2024-08-02,23:10,noche,11,7.8715,17.15,5.5
2024-08-02,23:10,noche,12,7.4571,17.15,5.5
2024-08-02,23:10,noche,13,7.7003,17.15,5.5
2024-08-02,23:10,noche,14,8.7507,17.15,5.5
2024-08-02,23:10,noche,15,7.3133,17.15,5.5
2024-08-02,23:10,noche,16,7.4849,17.15,5.5
2024-08-02,23:20,noche,1,7.6606,17.41,5.5
2024-08-02,23:20,noche,2,7.8454,17.41,5.5
2024-08-02,23:20,noche,3,7.8036,17.41,5.5
2024-08-02,23:20,noche,4,8.069,17.41,5.5
2024-08-02,23:20,noche,5,8.4992,17.41,5.5
2024-08-02,23:20,noche,6,8.7884,17.41,5.5
2024-08-02,23:20,noche,7,7.9858,17.41,5.5
2024-08-02,23:20,noche,8,8.1537,17.41,5.5
2024-08-02,23:20,noche,9,7.1095,17.41,5.5
2024-08-02,23:20,noche,10,7.7473,17.41,5.5
2024-08-02,23:20,noche,11,8.3642,17.41,5.5
2024-08-02,23:20,noche,12,8.3196,17.41,5.5
